Puan,Yorum
1,Yazar cocukluk psikolojisini sistemli bir sekilde nakletmis
1,Sunanin hayal gücünü görecek Kisa kısa ders verici bir cok hikayeyle karsilasacaksiniz
0,beklentimin altında kaldı zor giden bir kitap
1,Filmde yüzeysel olarak işlenen konuları derinlemesine okuyabilecek olmak güzel
1,Bu alan başucu kitabı denilebilir
1,Hayalevi kralları serisinin ikinci kitabı Fantastik korku seviyorsanız bir şans verin derim Sürükleyici bir kitap
0,kitabı okurken yüzüm gülmedi iyi bir şeyler olsun bekledim gittikçe kötü bir hal aldı içini karartmak isteyen okusun
0,Soruları beğenmedim soularında hata var
1,Kısa ancak güzel bir noktaya değinen kaliteli bir çalışma
0,4 sayfada dilin yanlış kullanımından dolayı gına geldi koskoca kitabı çöpe atıp yeniden almayı düşünüyorum Sakın yayın evinden almayın diğerlerine göz atın
0,Hegel in felsefesi zaten kendi içerisinde zor iken çeviride bir eski Osmanlıca kelimeler kullanılarak metin zorlaştırılarak konunun ifadesi karmaşık hale getirilmiş Çeviri metinlerde öz Türkçe ısrar etmek Osmanlıca ısrar etmek arasında zihniyet olarak hiçbir fark yoktur Her ikiside dayatmacılıktır
0,Kitap kapak resmini beğendiğim nobel ödüllü yazarın kitabını büyük hevesle okumaya başladım Ancak kitabın ilk 110 sayfası kitabın adıyla özdeşleşen son 20 sayfasına ulaşmak yazılmış bir lise öğrencisinin ilk yazarlık denemesini andıran sonrasında yazar hangi eserinden ötürü nobel aldı düşündüren kitap
0,evet aşk konusunun işlenmesi kitapta uygun olmamış
0,sezai karakocu ilk okuyorum açıkçası sarmadı olaylara odaklanamiyirsun
0,Üç boyutlu bir kitap olsa resimler karışık detaylı 3 6 yaş çocukları tavsiye etmiyorum Daha büyük yaştaki çocuklar uygun olacaktır
0,kitap okunmuyor sıkıcıydı sırf bitirmek okudum
0,konusu güzel çocuk kitabı olduğu halde içinde çocukların anlamayacagi kelimeler var
0,Yazar kendi düşüncelerine uyan bilimsel kanıtları kabul ediyor uymanları kabul etmiyor Ayrıca kitap gerçek bir felsefe arayışında olanlar yavan basit yüzeysel anlatımda bir bütünlük söz konusu değil
1,çizimi anlatımı süper
0,Kitapta genel manada bir düşünce bütünlüğü göremedim Bilgi fikir sentez bağlamından hamasi bir söylemin hakim olduğunu söyleyebilirim Popülist bir dille yazılmış Bilindik konuları alışageldiğimiz bir üslup tarzda vermiş Son olarak fazla alıntı kullanan bir kitap olduğunu belirtmek isterim
1,felsefede önemli bir yere sahip hume u hocanın çalışmasıyla yönleriyle öğrenmek keyifli
0,Tek tek alınca uygun hediyeli saçma
0,Sonuç itibariyle emek verilmiş bir ürün ancak ben beğenemedim konu bütünlüğü yok bir mesaj vermiyor Bence çocuklarımıza dersler çıkarabilecekleri konu bütünlüğü olan öyküler masallar okumalıyız
0,beklentimimin altındaydı okumayı seviyorsanız vaktinizi harcamayın derim
0,Bayıldığımı söyleyemeyeceğim
0,Çizimleri korkunç Hİç beğenmedim Oğlum korkar ortaya çıkarmiyorum
1,uygulanabilirligi tartisilir bilgilendirici
0,Kitabı sırf ismini beğendiğim indirimde gördüğüm almıştım Ne yazık benim tam bir hayal kırıklığı olan bir kitaptı Yazarın üslubu ayrı ayrı başlıklar altında yazdığı yazılar beni çekmedi Ellinci sayfaya kadar zor geldim kitapları yarım bırakmama takıntım bile kitabı bitirmeme yetmeyecek
0,Hiç matematikle alakası yok beğenmedim
0,kadar kalın olmasına rağmen fiyatı mükemmel ancak fazla bir bilgi yok sonundaki ülkücü şehitlerin listesi gğzel
1,içindeki bir paragraf kitabı okudum farklı bir tarzı var okumayı düşüneneler kesinlikle alıp okumalı
0,Bana ticari kaygılarla yazılmış bir kitap geldi Yazarı samimi bulamadım maalesef Tanıtım yazısındaki derinlik kitapta yoktu
0,kadim sırlar deyince aklınıza fazla bir getirmeyin
0,1930lu yıllarda türkiyede yaşayan insanların sadece 1ini anlatan kitap Boş konular işlemiş Herhangibirinin bile yazabileceği kadar basit bi kitap
1,Hepimizin düşü değil mi Gökyüzünde kuşlar kadar özgür bulutlar kadar hafif yıldızlar kadar parlak olmak
1,1 kitabi okuyup ilgimi cekince 2 sini aldim saglik icin okunmali
0,Çok eski alanda yazılmış ilk kitaplardan Artık kuram değişti Bu kitabı almaya gerek yok
0,Malesef yeterli değil yanlış basım fazla
1,Titizlikle hazırlanmış başarılı bir çalışma Hocamın emeğine sağlık
0,Beklentimin altında bir kitaptı okuyamadım yarıda kaldı
1,Kısa doğru bilgiler eşliğinde hoş bir kitap
1,Ilkokul çocuklarına uygun hoş bir kitap
1,Baskı içerik olarak iyi Hem gençler Dede Korkut Kitabına giriş yapmak isteyen yetişkinler uygun Tavsiye ederim
1,harika bi anlatım olmuş begendim
1,Beklediğimden dolu bir kitap Anlaşılır bir dille güzel bir giriş yapılmış yazar konuyu yorumlarıyla zenginleştirmiş Sonunda yer alan okuma parçaları faydalı oldu Belki kelime tercihleri tartışılabilir Örneğin indüksiyon dedüksiyon yerine tümevarım tümdengelim kullanılabilirdi konuya yabancı okuyucu kolay olurdu Fakat fazla böyle kelime yok kitapta Dil gayet anlaşılır Şahane bir kitap
1,İçinde tv filmi olarak çekilmiş birbirinden güzel hik yelerden oluşan Kralın nadide eserlerinden
0,Kültürel bir asimilasyonun çocuklara dikta edildiği noel baba figürü çeviri kitaplarda farklı işlenmez anlamıyorum
1,Okuloncesi öğretmeni olarak bence kütüphanemizde bulunmali
0,Oğlumun para merakının başladığı dönem almıştım kitabın çocuklara uygun olmadığını düşünüyorum Parayı bankaya yatırma faiz alma ödeme kavramlar mevcut Resimlerde bankamatik banka vs var Çocuk dünyası karmaşık
1,Okuduğum güzel stefan zweig kitabıydı
0,seride harika diğer serileride okumaya devam
0,Ciddi bilimsel tespitler bekledigim bir kitaptı ancak genel olarak bilinen ansiklopedik bilgiler derlemesi olmuş maalesef Son bölümde kullanılan harita fotograflar sadece sayfa doldurmak koyulmuş
0,Oğlumda bende beğenmedim
1,Mehmet hoca çocuklar yazsa eserlerinden yaşta belirli dersler çıkarılabilir çocuklarınıza şiddetle okutmanızı tavsiye ederim
1,Daha kitabın ilk 10 sayfasını okuduğunuzda Maddenin iktidarı ele aldığı kişinin görünüşü arabası saati kıyafeti değer gördüğü bir asırdayız Madde den mana geçemeyen dünya düzenimiz bütün ilgi alaka vakit gücümüzü bedenlerimize odaklamamıza yol açıyor Bedende boğulan düşünceler ruhu göremiyor Ve nihayetinde ruhu daralan canı sıkılan yaşama sebebini bulamayan hayatın sunulandan ibaret olduğunu sanıp bir yaprak kendini düzenin kucağına bırakan nesiller oluşuyor Cildine bedenine görünüşüne harcadığı vakti ruhuna sarf eden nesiller yetiştirdiğimizde değişicek dünya şeklinde bir çıkarım yapmanızı sağlayan dopdolu bir kitap okuyun okutun
0,kitap güzel tavsiye edebilir misin iz
0,Maalesef yazarın adına bakarak aldığım inceleyince çocuğuma okutmadığım bir kitap Çocukların kafasını karıştırabilir bizden uzak farklı bir kitap Konu itibariyle çocuklar uygun bulmadım
1,Yeşilçam filmi tadında Tesadüfler kederli cümlelerle donatılmış roman
1,bir hayli değişik bir kitap ikilemde kaldım sonuna kadar okutuyor
1,Evet ilk hitap edeceği kitle elbette çocuklar Etkileyici bir çizgi roman şeklinde baskısını yapmış NTV Yayınları Fakat yetişkinler Don Kişot un özgün metnine başlamadan önce bunu okuyabilir Baskı kalitesi harika Çevirisi İngilizce den Bu eksiklik dışında güzel
1,okuması hoş sürükleyici
0,Bazı soruların çözümü cevap anahtarındaki cevabı farklı hatalı sorular var üstelik Çok kötü değil sorunun hatalı olduğunu cevap anahtarinda sıkıntı olduğunu anlayana kadar sinir krizi geçirebiliyor insan
0,Yorumlar yanıltıcı Lütfen tanıdığınız akrabanız olsa bile kitabı okuyup inceleme yazısını tarafsız bir şekilde yazın Kapağı hoş yorumlara baktım abartı gerçeklikten uzak yorumlar yapılmış Neyse iç sayfalar açık İlk on sayfası bile lu yorumların yanından geçmiyor Lütfen burası semt pazarı değil Elma satar reklamını yaptığınız kitap bunun farkına varın İnsanın vaktini çalmak hırsızlıktır yanıltmak yalan beyan hak yemektir
0,beklentimi karşılamayan bir kitap beğenmedim
0,Yazmak yazılmış bir kitap İçeriği okuyana herhangi katmaz
1,faydalı Kızımın hoşuna gitti
1,oğlum severek yaptı kitabı denene bilir
0,Galiba yanlış zamanda okudum Kitap beklentimi karşılamadı Şiirlerin etkiyici olmasını beklerdim
1,Murathan Mungan ın kalemine sağlık Okudukça insan pek duyguyu fark ediyor
1,Son kısımda 3 deneme olması iyi
0,Elbet guzel kısımları vardı hic yazilmaması gereken kısımlarda pek coktu nicin yazildigi bile belli olmayan kisimlar Ve yazarın kendiyle celistigi bircok nokta var inandigi degerler savundugu seylerin zıtlıgı hic hos olmamis
1,mine sultan ünver aşkı saf tertemiz bi şekilde anlatan nadir yazarlardan Narı ı Aşk Sultanın Rüyası kesinlikle favorilerimden
0,Israrla isteyen birisi almıştım Vakit kaybı olduğunu düşünüyorum Okunacak kıymetli kitaplar var
1,Mitolojik kökenleri bağlamında yetersiz sayılsa geleneksel bağlamda oldukça iyi yerinde bir çalışma
1,Deneme tarzında yazılar var Modernizm post modernizm oldukça açıklayıcı bir şekilde ele alınmış
0,ilk olarak yazar konuyu fazla uzatmış sonuna geldiğinde tam bir hayal kırıklığına uğruyorsunuz düzel bitirilebilirdi fazla zorlama bir son
1,Içim burkularak okumuştum malesef
1,Sınıfıma aldım çocuklarım beğendi
1,Türklerin kültürü hakkında yazılmış güzel kaynak tavsiye ediyorum
0,Ödül almış bir kitap olması konusu ilgimi çekti akmıyor Biraz sabır isteyen bir kitap
0,kısa kısa bilindik cümlelerle basit bir anlatım olmuş pek duygulara hitap ettiği söylenemez
1,GERÇEKTEN MÜKEMMEL BİR MACERA
0,Okumayan kaybetmez Klasik ortaokul okuyucularına göre Önüne gelen kitap yazmasa edebi dünyamız iyi olacak
1,İzafiyet teorisini merak edenler tavsiye edilir
1,Milli Kültürü tanıyabiliriz Ders kitabı ideal
1,kütüphanenizde mutlaka bulunması gereken bir nietzsche kitabı
1,Tolstoy edebiyatın zaten mihenk taşı Lakin ben bir şeye dikkat çekmek istiyorum İletişim yayınlarının baskısı iyi kitabın girişindeki görseller kronoloji ön söz kitap bittiğindeki son söz iyi Ayrıca kullandıkları kağıt tutkal kitabın fiyatının diğer klasiklere nazaran tl yüksek olduğunu iyi açıklıyor
0,İlk iki kitabı almıştım üçüncü kitabı merakımdan dolayı aldım Ancak bir süre sonra merakımı yitirdim Anlatım bozukluklarının önceki kitaplara göre azalmasına karşın devam ettiğini söyleyebilirim Metafizik tasavvufla ilgilenenler dışındaysanız kesinlikle almayın Ancak metafizik sizi çekiyorsa kitabı beğeneceğinize eminim
0,Yazar siyaset biliminin anlaşılması değil anlaşılmaması kitabı yazmış sanırım Bu kadar bağnaz bir kitap yazılıp konular kadar kapalı havada bıraklır Madem sorularla iş öğrencilere bıraklıyor zaman sadece fihristi bassaydınız
0,Modern islamı tanımak okuyabilirsiniz yarın öbür gün modern bir müslümanlık çıktığında yabancılık çekmezsiniz
0,Hayal kırıklığına uğradım Okul öncesi olacak birkitap 3 5 sayfa fiyatıda oldukça pahalı Daha makul fiyatlarda biraz büyük yaşlara hitap edebilir
1,Anlaşılır kapsamlı yararlı bi kitap Bilimsel araştırma dersini alan öğrencide olmalı ilerde ihtiyaç olabir
0,İçindeki ifadeler bir çocuk kitabına yakışır şekilde değil Beğenmedim
0,kitabı yararlı bulmadım tavsiye etmem
0,Cevap anahtarı bile yok Bunu satıyorsunuz Baştan savma
1,İlgi çekici baskısı konusu var Kampanya neredeyse bedavaya aldım Teşekkürler
1,faydalı başarılı bir eser setin diğer kitaplarıda muhakkak okunmalı
0,kitaba yazarına denecek laf elbette yok fakat çeviri iyi olabilirdi hiçbir lugatta olmayan uydurma kelimelerden dolayı insan cinnet geçiriyor
0,tavsiye etmiyorum akıcı değil
0,okuyamadım sarmadı
1,Bilimin anlamı bilimsel düşünmenin temellerini atma adına yazılmış Türkçe kitaptan bir tanesi Satın almadan önce inceleme imkanı bulmuştum kesinlikle kütüphanemde bulunması gerektiğini düşündüğümden satın aldım Özellikle akademisyenlik yapan yapmayı düşünenlerin okuması gerektiğini düşünüyorum
0,okuduğum karmaşık kitaplardan kimdir hangi operanın hangi locasında kimin markizini elliyor hangi düşese tav oluyor hangi baron hangi prensin buyruğunda napoleon italyanları üzüyor 2 okumak uğraşıp ikisinde vazgeçtigim bir kitap oldu kendisi
1,Yazarın bütün kitaplarını kesinlikle okumalıyım
1,pazar markette gıda fiyatlarını görüp düşmüyor merak edenlere
0,sherlockla alakalı görür görmez aldım bence hayal kırıklığından başka değil 40 sayfaya zor geldim redaksiyon tashih hataları bir yana çeviriden mi yoksa yazarın kurgusundan kaynaklandığını anlamadığım boşluklarla okuması sürükleyici değil haksız eleştirmemek kendimi okumaya zorladım malesef olmuyor
1,okunulası bir seri Filmi çıkmalı bence
1,3 yaşındaki yeğenime aldım beğenerek eğlenerek yaptı etkinliklerini Kitabı bitirmeden başından kalkmak istemedi
0,anlatım şeklini beğenmedim
1,Dostoyevski kalitesi külliyatı bitirme yolunda okuduğum yine güzel olan Dostoyevski kitabı
0,Doctor Who dizisinin senaryosunu aparmış duruyor Bu sebeple olumsuz eleştiriler almış bir kitap
1,Konuyu pekiştirmek iyi
0,Hikaye değildir Öyküdür
0,Beğenmedim Çok hüzünlü edebi değerinin olduğunu düşünmüyorum
1,Cemil Meriç in eşsiz birikiminin izlerini eserinde görebilirsiniz
0,Daha önce başlayıp ilk sayfalarda bıraktığım bir kitaptı Tekrar elime aldığımda sırf yarım kalmasın bitirdim Birçok soru kaldı aklımda cevaplanmayan Beklentimi karşılayan bir kitap değildi yazık
1,Salome yazdıysa okunmalı Arayışlar ın yeri başka Tüm kadınlar okumalı
1,yazarın büyüleyici seri kitabı alınmalı herkes okumalı bence
0,Ursula K Le Guin kısacık bir öyküsünden ibaret görsellerle şişirilmiş bir kitap Aynı öykü yazarın Gülün Günlüğü isimli kitabında mevcut
1,GÜZEL BİR ROMANDI DEĞİŞİK
1,Okumaya klasiklerden başlamak gerekiyor
1,Çok naif bir kitap Okurken istemsizce tebessüm ediyorsunuz
0,Açıkçası senden önce benin satılmasından dolayı sırf maddi kazanç uğrunda çıkarılmış bir kitap olduğunu düşünüyorum Çok kötü bir kitap Hayır Ama senden önce benle pek bir alakası yoktu Keşke senden önce benin devamı niteliğinde değil ayrı bir kitap olarak başka bir başlık altında çıksaydı O zaman üç puan verilebilirdi
0,Kapağına ismine aldanmayın yarısına kadar okudum kılıç kavgası başka bir yok
1,Okurken zaman zaman durup hata yaptığımızı düşünmemize teşvik eden bir kitap
0,O kadar yüzeysel belgesiz bir kitap olmuş Karar sizin
0,muhsin yazici ogluna ait bir kac hatiradan ibaret bir kitap Genel olarak hatta tamamina yakini zaman gazetesi kose yazarlarinin birkacta milli gazete radikal gazetesi kose yazarina ait baskanin vefaat ettigi hafta icersindeki yazilarinin kitaplastirdigi bir kitap yazilarin gebel agirlik olarak 80 hic bir gayesi olmayan gunu anlatan yazilar Baskani anlatan iyi kitaplar alin bence
0,kitap adinin hakkini vermiyor kendini tekrar ediyor yarisindan sonra okumayi biraktim zaman kaybi
1,Alt mesajları iyi sevdigimiz kitaplardan oldu kesinlikle tavsiye ederiz
1,son güncellemeler sınava tam anlamıyla yararlı olacak bir çalışma
1,Çocuğu olanların okuması gerekiyor iyi noktalar yakalamış yazar
1,Her kadının elinde bulunması gereken harika bir kitap
1,serideki ikinci kitabımız 3 yaşındaki oğlumun gayet ilgisini cekiyor
0,Malum yazarları Şii ler özellikler iran ı savunann düşünceleri tanırız Suriye yi görmüş olarak kendi pencerelerinden manipüle ettiklerini sözüm ona mevcut dikta rejiminin bir nevi savunması niteliğinde bir kitap Bu kitabı okumak bildik yerli şii iran cıların türkiye sürekli tekrar ettikleri ezberlerin basılmış hali Pek bişi katmadı Analizler bir iran endeksli İran şöyle rejim şöyle Bu işler onlarsız ilerlemez vs vs vs Hikaye
1,SamiHa Ayverdi den müthiş bir roman
0,beğenmedim erotizm değil beğenmememin sebebi basit hiçbir edebi değeri yok
1,Mor kadar olmasa iyiydi
0,Fıkraların bir kısmının gerçekten Nasrettin Hoca azından ona yakın dönemlere ait olması noktasında pek ikna olamadım
1,Yola ışık tutanların yolcu önemini kalben anlayacağımız bir eser
0,konuyla ilgilenmene bir teşkkür analizlerine yanlış olsalar bile saygı okumadan içerik hesaplaması özür yine merhaba şerif hoca
